epoch,train_loss,valid_loss,accuracy
1,0.461266,0.467412,0.778409
2,0.367079,0.327823,0.843059
3,0.334443,0.308844,0.855651
4,0.316823,0.299305,0.863944
5,0.305365,0.298590,0.860258
