epoch,train_loss,valid_loss,accuracy
1,0.411908,0.409614,0.792383
2,0.345933,0.327311,0.848587
3,0.324704,0.313605,0.853348
4,0.309774,0.307208,0.855344
5,0.301239,0.306015,0.859337
