epoch,train_loss,valid_loss,accuracy
1,0.431225,0.414712,0.816646
2,0.382302,0.359644,0.837838
3,0.370179,0.355569,0.836763
4,0.360989,0.364283,0.820025
5,0.356219,0.355988,0.834152
6,0.356500,0.353474,0.836609
7,0.354717,0.343964,0.837991
8,0.345982,0.345117,0.839834
9,0.339758,0.343012,0.843213
10,0.337613,0.341160,0.842291
