epoch,train_loss,valid_loss,accuracy
1,0.440506,0.353969,0.833077
2,0.367196,0.358054,0.826167
3,0.357386,0.353240,0.835842
4,0.353761,0.353610,0.838298
5,0.348607,0.352227,0.835074
6,0.350422,0.353165,0.837531
7,0.346420,0.349076,0.834767
8,0.344350,0.350248,0.837070
9,0.338248,0.348524,0.840295
10,0.334767,0.349067,0.839681
