epoch,train_loss,valid_loss,accuracy
1,0.417816,0.405443,0.813143
2,0.374238,0.481015,0.793029
3,0.374614,0.402352,0.818670
4,0.360689,0.348537,0.837709
5,0.361750,0.359405,0.832028
6,0.355022,0.351008,0.838323
7,0.352373,0.347573,0.842315
8,0.345311,0.342148,0.843237
9,0.341022,0.342516,0.844465
10,0.338755,0.342755,0.845079
