epoch,train_loss,valid_loss,accuracy
1,0.439940,0.402627,0.828010
2,0.375217,0.357701,0.830313
3,0.365349,0.364035,0.833077
4,0.359230,0.366237,0.823249
5,0.357471,0.360974,0.830006
6,0.354050,0.353000,0.837684
7,0.347079,0.351211,0.833231
8,0.346184,0.350742,0.836763
9,0.341134,0.350426,0.839681
10,0.337109,0.349807,0.838759
