epoch,train_loss,valid_loss,accuracy
1,0.405773,0.408167,0.806511
2,0.395437,0.384556,0.821407
3,0.378623,0.417789,0.820792
4,0.360100,0.369870,0.828471
5,0.360572,0.360514,0.835381
6,0.353728,0.363261,0.829085
7,0.346351,0.357395,0.831081
8,0.342361,0.356097,0.833385
9,0.333557,0.357319,0.834920
10,0.325864,0.357486,0.830467
