epoch,train_loss,valid_loss,accuracy
1,0.378515,0.442175,0.834331
2,0.367911,0.392415,0.813296
3,0.332576,0.319692,0.852756
4,0.323410,0.313541,0.856595
5,0.316592,0.309894,0.858437
