epoch,train_loss,valid_loss,accuracy
1,0.381111,0.372622,0.836149
2,0.345919,0.355198,0.843520
3,0.324170,0.324967,0.850430
4,0.315142,0.319433,0.848127
5,0.308432,0.316420,0.850737
