epoch,train_loss,valid_loss,accuracy
1,0.406818,0.321904,0.846744
2,0.339600,0.323271,0.849048
3,0.329893,0.326266,0.842598
4,0.320897,0.308736,0.856112
5,0.313022,0.306039,0.858108
