epoch,train_loss,valid_loss,accuracy
1,0.392116,0.406119,0.811608
2,0.353362,0.315407,0.857823
3,0.338371,0.316741,0.855980
4,0.326006,0.311636,0.857669
5,0.317335,0.310093,0.855980
