epoch,train_loss,valid_loss,accuracy
1,0.376979,0.353506,0.839681
2,0.385735,0.358890,0.835688
3,0.393573,0.355062,0.838298
4,0.375949,0.354240,0.829853
5,0.390977,0.355006,0.841216
6,0.352910,0.350439,0.837684
7,0.377553,0.347922,0.840602
8,0.341606,0.349333,0.840295
9,0.372360,0.347206,0.842752
10,0.369994,0.348770,0.837991
11,0.355738,0.348888,0.834613
12,0.339052,0.345096,0.840756
13,0.346785,0.343467,0.843213
14,0.347317,0.343093,0.843059
15,0.341671,0.343318,0.843520
