epoch,train_loss,valid_loss,accuracy
1,0.379334,0.370377,0.822482
2,0.381001,0.360581,0.833385
3,0.366661,0.354476,0.839834
4,0.350920,0.346639,0.841523
5,0.343080,0.345294,0.841677
