epoch,train_loss,valid_loss,accuracy
1,0.376891,0.362705,0.830620
2,0.380544,0.364267,0.827703
3,0.379347,0.356192,0.833692
4,0.360790,0.360893,0.831235
5,0.355520,0.356895,0.835995
6,0.359251,0.354171,0.833538
7,0.367271,0.363643,0.831542
8,0.357653,0.353736,0.836302
9,0.336004,0.355063,0.836916
10,0.344066,0.350001,0.837531
11,0.360749,0.357070,0.831388
12,0.337112,0.351692,0.837531
13,0.354238,0.351333,0.836609
14,0.338840,0.353923,0.838298
15,0.344773,0.350372,0.838913
