epoch,train_loss,valid_loss,accuracy
1,0.375082,0.360563,0.830467
2,0.374462,0.368679,0.829545
3,0.371951,0.358763,0.833845
4,0.389029,0.357621,0.836302
5,0.365659,0.355568,0.831081
6,0.342870,0.351830,0.837224
7,0.353741,0.355522,0.835227
8,0.354145,0.351912,0.835227
9,0.370888,0.347934,0.840602
10,0.331676,0.347709,0.841216
