epoch,train_loss,valid_loss,accuracy
1,0.375215,0.353604,0.836020
2,0.367109,0.347383,0.839859
3,0.382569,0.358653,0.834792
4,0.381203,0.362231,0.828190
5,0.373557,0.355577,0.840319
6,0.367247,0.347136,0.840780
7,0.379682,0.361791,0.838323
8,0.361203,0.348854,0.837709
9,0.343486,0.348270,0.835560
10,0.367999,0.345595,0.840934
11,0.358577,0.344661,0.843697
12,0.349249,0.343238,0.842622
13,0.349348,0.342948,0.841548
14,0.352221,0.342504,0.842776
15,0.350581,0.342527,0.843237
