epoch,train_loss,valid_loss,accuracy
1,0.329475,0.341006,0.840295
2,0.326010,0.339234,0.842598
3,0.327298,0.339989,0.841677
4,0.329066,0.340484,0.840448
5,0.328068,0.338785,0.842138
