epoch,train_loss,valid_loss,accuracy
1,0.408479,0.344141,0.835534
2,0.348194,0.321058,0.854269
3,0.326290,0.305516,0.861179
4,0.316370,0.304249,0.858569
5,0.306926,0.301201,0.863790
