epoch,train_loss,valid_loss,accuracy
1,0.322755,0.320083,0.850914
2,0.324096,0.318477,0.853524
3,0.324536,0.318703,0.853063
4,0.324461,0.318374,0.853677
5,0.324439,0.318793,0.853524
