epoch,train_loss,valid_loss,accuracy
1,0.452137,0.349472,0.850276
2,0.403231,0.337272,0.842291
3,0.388794,0.348327,0.842138
4,0.380464,0.328268,0.853501
5,0.371984,0.321721,0.850584
