epoch,train_loss,valid_loss,accuracy
1,0.467421,0.345071,0.837531
2,0.426120,0.345511,0.846898
3,0.415053,0.322943,0.849969
4,0.403854,0.325729,0.849969
5,0.400622,0.323619,0.850123
