epoch,train_loss,valid_loss,accuracy
1,0.383893,0.351194,0.842598
2,0.337648,0.323486,0.853655
3,0.328770,0.332726,0.840295
4,0.316249,0.323034,0.851966
5,0.305658,0.316957,0.855037
