epoch,train_loss,valid_loss,accuracy
1,0.511307,0.509811,0.754453
2,0.419035,0.369824,0.828624
3,0.385638,0.354307,0.832617
4,0.368151,0.352545,0.836916
5,0.357701,0.348221,0.837684
