epoch,train_loss,valid_loss,accuracy
1,0.517477,0.511056,0.762592
2,0.419596,0.365066,0.829545
3,0.385412,0.362240,0.834152
4,0.368943,0.361782,0.831849
5,0.357225,0.355356,0.837531
