epoch,train_loss,valid_loss,accuracy
1,0.503262,0.499983,0.761978
2,0.417478,0.361959,0.833845
3,0.384011,0.348959,0.832924
4,0.366723,0.347210,0.837838
5,0.355720,0.343182,0.841523
