epoch,train_loss,valid_loss,accuracy
1,0.617797,0.579906,0.761247
2,0.486439,0.361924,0.832182
3,0.419676,0.344163,0.837556
4,0.388207,0.356072,0.829111
5,0.370411,0.343289,0.841701
6,0.361117,0.345719,0.839859
7,0.353885,0.348133,0.840780
8,0.347951,0.344517,0.840934
9,0.342722,0.344387,0.839705
10,0.340232,0.344193,0.839705
