epoch,train_loss,valid_loss,accuracy
1,0.595912,0.594899,0.800983
2,0.476277,0.357506,0.834306
3,0.415503,0.356738,0.832617
4,0.386175,0.355077,0.833077
5,0.369302,0.351157,0.835381
6,0.358737,0.350015,0.835842
7,0.351427,0.352737,0.838145
8,0.346605,0.351803,0.836609
9,0.342066,0.349311,0.837991
10,0.338403,0.348778,0.839220
