epoch,train_loss,valid_loss,accuracy
1,0.378927,0.372209,0.825860
2,0.367124,0.372294,0.825092
3,0.355399,0.365262,0.833692
4,0.376298,0.367428,0.828778
5,0.364884,0.370913,0.824785
6,0.346705,0.375310,0.830313
7,0.356541,8.660327,0.830313
8,0.335191,2.589046,0.831081
9,0.337139,10931.646484,0.823249
10,0.334081,4276.651367,0.825860
