epoch,train_loss,valid_loss,accuracy
1,0.543244,0.529236,0.761247
2,0.440693,0.355516,0.839245
3,0.398769,0.372988,0.828497
4,0.377889,0.351285,0.841241
5,0.366381,0.355291,0.833257
6,0.357920,0.346128,0.837095
7,0.352213,0.345507,0.841087
8,0.346563,0.344816,0.843083
9,0.341140,0.344382,0.842930
10,0.337387,0.345471,0.841548
