epoch,train_loss,valid_loss,accuracy
1,0.431109,0.381166,0.826935
2,0.375051,0.369862,0.823710
3,0.361222,0.355398,0.829392
4,0.353669,0.364639,0.824478
5,0.352635,0.357233,0.833845
6,0.349172,0.351305,0.836302
7,0.348886,0.350456,0.838759
8,0.344248,0.350415,0.834767
9,0.338171,0.349535,0.840448
10,0.335978,0.349572,0.840295
