epoch,train_loss,valid_loss,accuracy
1,0.376299,0.374931,0.826167
2,0.372346,0.362609,0.832617
3,0.364933,0.374639,0.817568
4,0.351971,0.358860,0.828010
5,0.341874,0.354106,0.837684
