epoch,train_loss,valid_loss,accuracy
1,0.371301,0.374418,0.824939
2,0.370494,0.355258,0.839681
3,0.356181,0.361095,0.837684
4,0.349955,0.351164,0.839988
5,0.359837,0.349851,0.838452
6,0.349300,0.614414,0.840756
7,0.352703,0.818669,0.839834
8,0.343666,0.346607,0.842138
9,0.357743,0.343321,0.841677
10,0.348845,0.342973,0.842138
