epoch,train_loss,valid_loss,accuracy
1,0.380414,0.374929,0.826628
2,0.367562,0.369367,0.828471
3,0.365018,0.369931,0.828778
4,0.365541,0.362109,0.832617
5,0.362456,0.357659,0.835688
6,0.348365,0.361011,0.830620
7,0.350470,0.356154,0.835381
8,0.348451,0.355262,0.836456
9,0.350853,0.354376,0.835842
10,0.353244,0.353856,0.836916
