epoch,train_loss,valid_loss,accuracy
1,0.453729,0.363121,0.839681
2,0.358704,0.323519,0.848741
3,0.334184,0.330006,0.851505
4,0.323074,0.329677,0.846284
5,0.315229,0.324453,0.848280
6,0.308561,0.322776,0.850891
7,0.301515,0.313251,0.857955
8,0.298607,0.316237,0.853348
9,0.291718,0.314409,0.854269
10,0.287142,0.315010,0.854269
