epoch,train_loss,valid_loss,accuracy
1,0.351880,0.320914,0.847689
2,0.325086,0.315566,0.856441
3,0.314936,0.315652,0.852602
4,0.311451,0.308655,0.859819
5,0.311810,0.314697,0.852602
6,0.307090,0.331987,0.844618
7,0.308034,0.318254,0.853217
8,0.306044,0.313769,0.855213
9,0.304941,0.313453,0.854906
10,0.303540,0.309433,0.860126
