epoch,train_loss,valid_loss,accuracy
1,0.349441,0.322777,0.849509
2,0.325743,0.309784,0.856112
3,0.316607,0.315176,0.853041
4,0.313603,0.304942,0.857033
5,0.308195,0.322093,0.845362
6,0.306721,0.311053,0.856112
7,0.302999,0.306474,0.859183
8,0.300655,0.309827,0.855344
9,0.300010,0.320616,0.854269
10,0.297742,0.310633,0.853962
