epoch,train_loss,valid_loss,accuracy
1,0.397025,0.311542,0.855344
2,0.347029,0.346182,0.835842
3,0.331849,0.316394,0.851966
4,0.322681,0.305802,0.861640
5,0.319193,0.306049,0.855805
6,0.314027,0.312029,0.860412
7,0.305994,0.302423,0.860412
8,0.301229,0.304294,0.859951
9,0.295722,0.304196,0.863483
10,0.291312,0.305422,0.861486
