epoch,train_loss,valid_loss,accuracy
1,0.431712,0.427601,0.789037
2,0.353633,0.322388,0.851221
3,0.332483,0.324920,0.848918
4,0.321674,0.320338,0.850299
5,0.316401,0.321288,0.853370
6,0.310280,0.311766,0.855213
7,0.304682,0.310651,0.857976
8,0.299403,0.308241,0.860279
9,0.292836,0.309747,0.859819
10,0.287420,0.310333,0.859512
