epoch,train_loss,valid_loss,accuracy
1,0.462474,0.421042,0.809375
2,0.411936,0.428392,0.816875
3,0.396851,0.393848,0.816875
4,0.376248,0.414999,0.775625
5,0.362396,0.382689,0.818750
6,0.359900,0.392256,0.818750
7,0.358962,0.381249,0.821250
8,0.348841,0.381828,0.820625
9,0.341288,0.381556,0.821250
10,0.336309,0.381913,0.822500
