epoch,train_loss,valid_loss,accuracy
1,0.635713,0.655097,0.765000
2,0.573723,0.491939,0.765000
3,0.501375,0.387995,0.810000
4,0.457251,0.351175,0.845000
5,0.426843,0.344612,0.855000
6,0.402922,0.348368,0.810000
7,0.383681,0.371769,0.840000
8,0.360632,0.357399,0.820000
9,0.340039,0.362146,0.810000
10,0.326440,0.368376,0.820000
