epoch,train_loss,valid_loss,accuracy
1,0.390778,0.391636,0.830625
2,0.374204,0.381647,0.815000
3,0.370016,0.369863,0.832187
4,0.368432,0.378875,0.824063
5,0.363307,0.362744,0.829063
6,0.366273,0.362287,0.832187
7,0.348629,0.364112,0.828438
8,0.347879,0.365504,0.827187
9,0.337477,0.362345,0.829063
10,0.334189,0.362644,0.832187
