epoch,train_loss,valid_loss,accuracy
1,0.469860,0.349539,0.840625
2,0.402473,0.355659,0.818125
3,0.391664,0.345686,0.847500
4,0.394685,0.327648,0.855625
5,0.385453,0.339566,0.852500
6,0.372430,0.333759,0.845625
7,0.365255,0.322950,0.865625
8,0.360740,0.323513,0.853750
9,0.354410,0.322938,0.858125
10,0.345948,0.323188,0.858125
