epoch,train_loss,valid_loss,accuracy
1,0.370420,0.367207,0.837531
2,0.336878,0.330131,0.851198
3,0.324455,0.321636,0.848741
4,0.314806,0.316900,0.856573
5,0.303358,0.317146,0.855958
