epoch,train_loss,valid_loss,accuracy
1,0.393022,0.336928,0.843980
2,0.333004,0.327249,0.849355
3,0.322153,0.322690,0.851658
4,0.308336,0.315758,0.854730
5,0.302140,0.317166,0.850737
