epoch,train_loss,valid_loss,accuracy
1,0.369668,0.319993,0.851505
2,0.339694,0.333981,0.844902
3,0.334674,0.336859,0.851658
4,0.327957,0.318987,0.847205
5,0.322351,0.320948,0.855958
6,0.324366,0.317514,0.854730
7,0.315292,0.308882,0.859644
8,0.306061,0.310130,0.857033
9,0.299236,0.306254,0.861026
10,0.294758,0.307055,0.860104
