epoch,train_loss,valid_loss,accuracy
1,0.382495,0.395552,0.812654
2,0.363778,0.366629,0.825553
3,0.370562,0.363818,0.829853
4,0.375623,0.362986,0.828317
5,0.357528,0.357723,0.833692
6,0.365101,0.356248,0.836916
7,0.366936,0.356140,0.834459
8,0.347806,0.356501,0.837070
9,0.348546,0.356188,0.836609
10,0.336615,0.356047,0.837070
