epoch,train_loss,valid_loss,accuracy
1,0.360519,0.393410,0.807125
2,0.399726,0.371883,0.827856
3,0.358276,0.360464,0.830006
4,0.346934,0.380479,0.829085
5,0.358454,0.373947,0.822635
6,0.368296,0.364422,0.828624
7,0.358725,0.362466,0.828778
8,0.362108,0.355156,0.836609
9,0.356382,0.356140,0.836149
10,0.341476,0.354704,0.836302
