epoch,train_loss,valid_loss,accuracy
1,0.387531,0.380343,0.824785
2,0.375476,0.367696,0.827242
3,0.369192,0.361667,0.830006
4,0.365665,0.358247,0.835688
5,0.348703,0.357242,0.835381
