epoch,train_loss,valid_loss,accuracy
1,0.378919,0.354293,0.833103
2,0.368741,0.352263,0.835713
3,0.365914,0.349229,0.837863
4,0.361703,0.345420,0.840934
5,0.363160,0.344849,0.839245
