epoch,train_loss,valid_loss,accuracy
1,0.376308,0.358560,0.830620
2,0.373336,0.363223,0.835074
3,0.381079,0.357858,0.836456
4,0.368621,0.351295,0.835842
5,0.352809,0.351950,0.839066
6,0.361286,0.349811,0.840448
7,0.353974,0.345895,0.839988
8,0.348412,0.346781,0.840756
9,0.342598,0.345021,0.841370
10,0.345480,0.345199,0.842445
