epoch,train_loss,valid_loss,accuracy
1,0.531434,0.468231,0.827500
2,0.428593,0.418100,0.787500
3,0.399993,0.365204,0.846250
4,0.380742,0.372687,0.842500
5,0.372180,0.385209,0.833750
6,0.360532,0.360754,0.835000
7,0.353321,0.356043,0.833750
8,0.347623,0.355279,0.850000
9,0.335031,0.358046,0.846250
10,0.323406,0.359408,0.846250
