epoch,train_loss,valid_loss,accuracy
1,0.639430,0.651124,0.735000
2,0.552053,0.528948,0.735000
3,0.492080,0.438515,0.760000
4,0.451152,0.424264,0.805000
5,0.411575,0.502681,0.780000
6,0.385357,0.442557,0.825000
7,0.358515,0.457557,0.805000
8,0.332398,0.492891,0.825000
9,0.310580,0.479737,0.805000
10,0.291205,0.476191,0.800000
