epoch,train_loss,valid_loss,accuracy
1,0.466712,0.409023,0.796875
2,0.400964,0.374271,0.811875
3,0.386447,0.392200,0.826250
4,0.375134,0.354832,0.825000
5,0.375065,0.358466,0.825625
6,0.364701,0.364819,0.826875
7,0.363984,0.352182,0.830000
8,0.357521,0.348661,0.836875
9,0.358850,0.348373,0.830625
10,0.343361,0.351467,0.828750
