epoch,train_loss,valid_loss,accuracy
1,0.471429,0.412662,0.809375
2,0.388761,0.401087,0.824375
3,0.374455,0.392945,0.829375
4,0.372355,0.387188,0.823750
5,0.364187,0.382378,0.830625
6,0.359656,0.381574,0.832500
7,0.349730,0.382304,0.827500
8,0.348116,0.385512,0.827500
9,0.338780,0.390531,0.833125
10,0.335597,0.385341,0.830625
