epoch,train_loss,valid_loss,accuracy
1,0.380174,0.389586,0.812961
2,0.379641,0.371973,0.818182
3,0.372999,0.370707,0.818642
4,0.370051,0.388279,0.818028
5,0.358292,0.356795,0.833231
6,0.367127,3.720183,0.826167
7,0.350099,0.360941,0.832002
8,0.349116,72766.351562,0.830313
9,0.346731,0.387062,0.842291
10,0.352973,37525.183594,0.835688
