epoch,train_loss,valid_loss,accuracy
1,0.398707,0.363578,0.828778
2,0.383810,0.431230,0.802518
3,0.362821,0.378559,0.820025
4,0.379703,0.426546,0.813268
5,0.354434,397025.343750,0.830620
6,0.365332,3897894.750000,0.834152
7,0.352727,0.356971,0.829392
8,0.352142,221761264.000000,0.830006
9,0.360430,6261332.500000,0.832924
10,0.347046,24722426.000000,0.832156
