epoch,train_loss,valid_loss,accuracy
1,0.402628,0.388902,0.819871
2,0.360385,0.430092,0.801444
3,0.377035,0.366305,0.828010
4,0.367977,1.370601,0.636978
5,0.356052,0.362668,0.830620
6,0.349864,0.364914,0.832002
7,0.344101,0.355634,0.835842
8,0.343230,0.356807,0.834920
9,0.343667,190397216.000000,0.834152
10,0.346619,747015744.000000,0.836149
