epoch,train_loss,valid_loss,accuracy
1,0.420076,0.326195,0.843366
2,0.349043,0.345053,0.834459
3,0.326603,0.330339,0.848587
4,0.314326,0.316014,0.851658
5,0.304506,0.316029,0.851658
