epoch,train_loss,valid_loss,accuracy
1,0.402736,0.322215,0.851198
2,0.347573,0.316259,0.857955
3,0.330587,0.306643,0.854883
4,0.315825,0.300412,0.865633
5,0.306908,0.298151,0.864558
