epoch,train_loss,valid_loss,accuracy
1,0.433167,0.397478,0.816367
2,0.355525,0.317962,0.851835
3,0.331812,0.313313,0.853370
4,0.318325,0.310346,0.857362
5,0.309321,0.309056,0.857669
