epoch,train_loss,valid_loss,accuracy
1,0.419916,0.320506,0.854115
2,0.345416,0.308578,0.853348
3,0.322068,0.303638,0.858569
4,0.312090,0.303538,0.859951
5,0.303762,0.300765,0.858876
