epoch,train_loss,valid_loss,accuracy
1,0.481771,0.362480,0.836174
2,0.385742,0.365466,0.826501
3,0.373514,0.348155,0.838016
4,0.370128,0.371254,0.826194
5,0.363175,0.353694,0.836327
6,0.355953,0.346134,0.838938
7,0.356506,0.341905,0.842162
8,0.355108,0.341873,0.842930
9,0.350106,0.341841,0.843697
10,0.349270,0.341590,0.843390
