epoch,train_loss,valid_loss,accuracy
1,0.429789,0.385151,0.825399
2,0.375139,0.393341,0.793919
3,0.371595,0.359655,0.829238
4,0.362903,0.354882,0.835995
5,0.353492,0.356699,0.829853
6,0.353110,0.355321,0.835227
7,0.351946,0.351555,0.836916
8,0.346118,0.352369,0.839066
9,0.339170,0.350448,0.837070
10,0.337405,0.349374,0.839527
