epoch,train_loss,valid_loss,accuracy
1,0.474723,0.371835,0.829238
2,0.378406,0.360733,0.836302
3,0.367413,0.367774,0.830467
4,0.357935,0.369547,0.833231
5,0.358936,0.365476,0.831388
6,0.354607,0.361389,0.828317
7,0.352539,0.355584,0.834306
8,0.349087,0.357637,0.837531
9,0.346662,0.356744,0.834613
10,0.343177,0.353914,0.835995
